Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Syndromic CRF_ARI,preset_ARChetype Disease CRF_Mpox
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_invent_ongoing,radio,Still ongoing?,"1, Yes | 0, No | 99, Unknown",,,,,[inter_invent]='1',,This refers to ongoing invasive ventilation.,"Indicate 'Yes', if the patient is still on invasive ventilation.",,,,,,,
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_invent_dur,number,Number of calendar days the patient received invasive ventilation,,number,0,,,[inter_invent]='1',,This refers to the total number of calendar days the patient received invasive ventilation.,Write the total number of calendar days the patient received invasive ventilation during admission (includes use at any time during admission).,,,,,,1,1
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_ecmo,radio,ECLS / ECMO,"1, Yes | 0, No | 99, Unknown",,,,,[inter_suppleo2]='1',,"This refers to the mode in which the patient received supplemental oxygen on day of assessment. Extracorporeal Membrane Oxygenation (ECMO) also called to as Extracorporeal life support (ECLS) refers to application of a life support system that circulates the blood through an oxygenating system, which may consist of a pump, a membrane oxygenator, and a heat exchanger.","Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient at any time during hospitalisation",SNOMED,SNOMED,"C15357, Extracorporeal Membrane Oxygenation",,,1,1
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_ecmo_typ,radio,Type of ECLS / ECMO,"1, Veno-venous (VV) | 2, Veno-arterial (VA) | 99, Unknown",,,,,[inter_ecmo]='1',,"The two main types of Extracorporeal Membrane Oxygenation (ECMO), also called Extracorporeal life support (ECLS), are veno-venous (venous-venous), which is used to support the lungs and veno-arterial (venous-arterial), which is used to support the lungs and heart.",Select the single most appropriate option corresponding to the type of ECLS / ECMO used at any time during hospitalisation.,SNOMED,SNOMED,"C519299, Venovenous ECMO | C519297, Venoarterial ECMO",,,1,1
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_ecmo_ongoing,radio,Still ongoing?,"1, Yes | 0, No | 99, Unknown",,,,,[inter_ecmo]='1',,This refers to ongoing ECMO/ECLS.,"Indicate 'Yes', if the patient is still on ECMO/ECLS.",,,,,,,
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_ecmo_dur,number,Number of calendar days the patient received ECLS / ECMO,,number,0,,,[inter_ecmo]='1',,"This refers to the number of calendar days the patient received Extracorporeal Membrane Oxygenation (ECMO), also called Extracorporeal life support (ECLS).",Write the total number of calendar days the patient received ECLS/ECMO during admission (includes use at any time during admission).,,,,,,1,1
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_prone,radio,Prone positioning,"1, Yes | 0, No | 99, Unknown",,,,,[inter_suppleo2]='1',,Prone positioning refers to the act of having the patient lying in the prone position to assist ventilation. This includes both invasive ventilation/intubated patients and non-intubated or self-ventilating patients. ,"Indicate 'Yes', for any patients if they have been in the prone position to aid their ventilation at any time during admission. ",SNOMED,431182000 | Placing subject in prone position (procedure) |,"CL147586, Prone ventilation",,,1,1
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_prone_when,radio,When was the prone positioning?,"1, During invasive ventilation | 2, Whilst self-ventilating | 99, Unknown",,,,,[inter_prone] = '1',,This refers to the type of assisted ventilation when the patient was placed in prone position. This may be either invasive ventilation / intubated patients or non-intubated / self-ventilating patients. ,Specify the type of assisted ventilation administered when the patient was placed in prone position.,SNOMED,SNOMED,"CL147586, Prone ventilation",,,,1
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_prone_awake,radio,Awake proning?,"1, Yes | 0, No | 99, Unknown",,,,,[inter_prone] = '1',,"This refers to the practice of proning patients while awake, without sedation, to improve oxygenation.","Indicate 'Yes', if awake proning was used at any time during admission.",,,,,,1,
outcome,OUTCOME,outco_date,date_dmy,Outcome date,,date_dmy,,today,,,,This refers to the date of the outcome.,Write the date of the outcome in the format DD/MM/YYYY.,,,,,,1,1
outcome,OUTCOME,outco_outcome,radio,Outcome,"1, Discharged alive | 2, Still hospitalised | 3, Transfer to other facility | 4, Death |5, Palliative care | 6, Discharged against medical advice | 7, Alive, not admitted",,,,,,,This refers to the outcome.,Select the outcome that is true on the outcome date. Palliative care includes palliative discharge.,,,,,"patient_outcome, clinical_features",1,1
outcome,OUTCOME,outco_selfcare,radio,Ability to self-care at discharge versus before illness,"1, Same as before illness | 2, Worse | 3, Better | 99, Unknown",,,,,[outco_outcome] = '1',,This refers to the ability to perform basic personal care activities and instrumental activities of daily living at discharge compared to before onset of illness.,Select the single most appropriate option that represents the ability to perform basic personal care activities and instrumental activities of daily living at discharge compared to before onset of illness.,,,,,,1,1
outcome,OUTCOME,outco_oxyth,radio,If discharged alive: Oxygen therapy post-discharge treatment,"1, Yes | 0, No | 99, Unknown",,,,,[outco_outcome] = '1',,This refers to the patient's need for oxygen therapy post-discharge from hospital facility.,Indicate 'Yes' if the patient needs oxygen therapy post-discharge from the hospital facility.,,,,,,1,
outcome,OUTCOME,outco_carerel,radio,If discharged alive or still hospitalised: Ongoing health care needs relating to this admission for pathogen of interest,"1, Yes | 0, No | 99, Unknown",,,,,[outco_outcome] = '1' or [outco_outcome]='2',,This refers to the need for ongoing health care relating to this admission for pathogen of interest,Indicate 'Yes' if the patient needs ongoing health care relating to this admission for pathogen of interest.,,,,,,1,1
outcome,OUTCOME,outco_carenonrel,radio,If discharged alive or still hospitalised: Ongoing health care needs NOT related to pathogen episode,"1, Yes | 0, No | 99, Unknown",,,,,[outco_outcome] = '1' or [outco_outcome]='2',,This refers to the need for ongoing health care not relating to this admission for pathogen of interest,Indicate 'Yes' if the patient needs ongoing health care not relating to this admission for pathogen of interest.,,,,,,1,
outcome,OUTCOME,outco_carefordif,radio,"If Still hospitalised or transfer to other facility:  Medically fit for discharge (pathogen resolved) but remains in hospital for other reason (e.g. awaiting alternate care, resident in long term health care or mental health facility)","1, Yes | 0, No | 99, Unknown",,,,,[outco_outcome]='2' or [outco_outcome]='3',,"This refers to the patient being medical fit for discharge (pathogen infection has resolved) but remaining in hospital for other reasons (e.g. awaiting alternate care, resident in long term health care or mental health facility).","Indicate 'Yes' if the patient is medical fit for discharge (pathogen infection has resolved) but remains in hospital for other reasons (e.g. awaiting alternate care, resident in long term health care or mental health facility)",,,,,,1,1
outcome,OUTCOME,outco_transfersite,radio,If transfer to other facility: is the transfer facility a study site?,"1, Yes | 0, No | 99, Unknown",,,,,[outco_outcome]='3',,This refers to whether the transfer facility is a study site,Indicate 'Yes' if the transfer facility is a study site,,,,,,,
outcome,OUTCOME,outco_transfersite_pin,text,What is the Participant Identification Number at the new facility?,"1, Yes | 0, No | 99, Unknown",,,,,[outco_transfersite]='1',,This refers to the participant identification number at the transfer facility.,Indicate the participant identification number at the transfer facility.,,,,,,,
outcome,OUTCOME,outco_ceiling,radio,Was a maximal level of medical support ('ceiling of care') set for the patient during their admission?,"1, Yes | 0, No | 99, Unknown",,,,,,,This refers to the maximal level of medical support set for the patient during the current admission.,"Indicate 'Yes', if a maximal level of medical support for set for this patient during the current admission. ",,,,,,1,
outcome,OUTCOME,outco_ceiling_descri,notes,Describe what this was (e.g. not for invasive ventilation; not for ICU; or not for CPR),,,,,,[outco_ceiling]='1',,This refers to the maximal level of medical support set for the patient during the current admission.,"If 'Yes', describe the maximal level of medical support set for this patient during the current admission.",,,,,,1,
follow_up,FOLLOW-UP ASSESSMENT,follow_date,date_dmy,Date of follow up,,date_dmy,,today,,,,This refers to the date of the patient follow-up.,Write the date of follow up. Use DD/MM/YYYY format.,,,,,,1,1
follow_up,FOLLOW-UP ASSESSMENT,follow_outcome,user_list,Patient outcome,,,,,followup_outcome,,,This refers to an assessment of the patient outcome on follow-up.,Select the single most appropriate option that represents the patient outcome.,,,,,,1,1
follow_up,FOLLOW-UP ASSESSMENT,follow_outcome_date,date_dmy,First / earliest date on which the selected outcome was true,,date_dmy,,today,,,,This refers to the first / earliest date on which the selected outcome was true.,Write the first or earliest date in which the selected outcome occurred. Use DD/MM/YYYY format.,,,,,,1,1
follow_up,FOLLOW-UP ASSESSMENT,follow_outcome_reas,text,Reason for outcome,,,,,,[follow_outcome]='11',,This refers to re-hospitalisation due to infection with pathogen of interest.,Write the date of hospitalisation. Use DD/MM/YYYY format.,SNOMED,"1269557005, Reason for hospital admission (observable entity)","C5817481, Reason for hospital admission",,,1,1
follow_up,FOLLOW-UP ASSESSMENT,follow_skindamage,radio,Is the patient's skin damaged following resolution of acute illness,"1, Yes | 0, No | 99, Unknown",,,,,[follow_outcome]<>'3' and [follow_outcome]<>'7' and [follow_outcome]<>'6' and [follow_outcome]<>'8',,"This refers to the presence of scarring, altered pigmentation, contractures or other deformities secondary to resolved skin lesions.",Indicate 'Yes' if the patient has any skin damage related to the resolution of active skin lesions.,,,,,,,1
follow_up,FOLLOW-UP ASSESSMENT,follow_skindamage_type,checkbox,Select all that apply,"1, Atrophic scars | 2, Hypertrophic scars | 3, Deformities | 4, Hypopigmentation | 5, Hyperpigmentation | 6, Contractures | 88, Other ",,,,,[follow_skindamage]='1',,"This refers to the presence of scarring, altered pigmentation, contractures or other deformities secondary to resolved skin lesions. Atrophic scars refer to scars that form a depression compared to the level of the surrounding skin because of damage to the collagen, fat or other tissues below the skin. Hypertrophic scar refers to a permanent mark on the skin caused by deposits of excessive amounts of collagen during wound healing. It is elevated and does not extend beyond the original boundaries of the wound; the elevation may stabilize or regress spontaneously.  Deformities refer to alterations or deviations from normal shape or size which result in a disfigurement to normal body structures. Hypopigmentation refers to abnormal lightening of skin due to decreased melanin production or deposition. Hyperpigmentation refers to darkening of the skin due to excessive melanin deposition. Contracture refers to a prolonged shortening of the muscle or other soft tissue around a joint, preventing movement of the joint.",Select all type(s) of skin damage following resolution of acute illness.,,,,,,,1
follow_up,FOLLOW-UP ASSESSMENT,follow_skindamage_type_oth,notes,Specify other type of skin damage,,,,,,[follow_skindamage_type(88)]='1',,"This refers to the presence of any other type(s) of skin damage that you feel is secondary to infection with pathogen of interest, and is pertinent to include here.",Write the other type(s) of skin damage following resolution of acute illness.,,,,,,,1
follow_up,FOLLOW-UP ASSESSMENT,follow_seque,radio,Does the patient have any sequelae?,"1, Yes | 0, No | 99, Unknown",,,,,[follow_outcome]<>'3' and [follow_outcome]<>'7' and [follow_outcome]<>'6',,"This refers to any other complication(s) or sequalae, not specified above.",Indicate 'Yes' if the patient has any other complication(s) or sequalae not specified above.,,,,,,1,1
follow_up,FOLLOW-UP ASSESSMENT,follow_seque_type,multi_list,Select all that apply,,,,,followup_sequelae,[follow_seque]='1',,"This refers to any other complication(s) or sequalae, not specified above. Decreased vision refers to vision considered to be inferior to normal vision as represented by accepted standards of acuity, field of vision, or motility. Blindness refers to the inability to see or the loss or absence of perception of visual stimuli. Urethral stricture refers to the narrowing of the urethra associated with inflammation or scar tissue. Vaginal stricture refers to narrowing of the vagina owing to scar formation. Rectal stricture refers to narrowing of the rectum secondary to scar formation. Dyspareunia refers to recurrent genital pain occurring during, before, or after sexual intercourse in either the males or the females. Depression refers to an affective disorder manifested by either a dysphoric mood or loss of interest or pleasure in usual activities and the mood disturbance is prominent and relatively persistent.","Select all other complication(s) or sequalae, not specified above. ",,,,,,1,1
follow_up, BARTHEL INDEX SCORE,follow_barthel,radio,Is the Barthel Index being assessed for this patient to capture daily living ability data?,"1, Yes | 0, No | 99, Unknown",,,,,,,Following questions are used to calculate the  Barthel Index score: The Barthel Index for Activities of Daily Living is an ordinal scale which measures a person's ability to complete activities of daily living/,Indicate 'Yes' if this score is being assessed on the follow-up visit to capture quality of life.,,,,,,1,
follow_up, BARTHEL INDEX SCORE,follow_barthel_feeding,radio,Are you able to feed yourself?,"1, Independent | 2, Needs some help | 3, Needs extensive help | 4, Unable to feed oneself",,,,,[follow_barthel]='1',,This refers to the ability of the patient to feed themselves.,"Select the most appropriate option which most closely corresponds with the patient'scurent level of ability. Record actual, and not potential, functioning.",,,,,,1,
follow_up, BARTHEL INDEX SCORE,follow_barthel_bathing,radio,Are you able to bathe yourself?,"1, Independent | 2, Needs some help | 3, Needs extensive help | 4, Unable to bathe oneself",,,,,[follow_barthel]='1',,This refers to the ability of the patient to bathe themselves.,"Select the most appropriate option which most closely corresponds with the patient'scurent level of ability. Record actual, and not potential, functioning.",,,,,,1,
follow_up, BARTHEL INDEX SCORE,follow_barthel_grooming,radio,Are you able to groom yourself?,"1, Independent | 2, Needs some help | 3, Needs extensive help | 4, Unable to groom oneself",,,,,[follow_barthel]='1',,This refers to the ability of the patient to groom themselves.,"Select the most appropriate option which most closely corresponds with the patient'scurent level of ability. Record actual, and not potential, functioning.",,,,,,1,
follow_up, BARTHEL INDEX SCORE,follow_barthel_dressing,radio,Are you able to dress yourself?,"1, Independent | 2, Needs some help | 3, Needs extensive help | 4, Unable to dress oneself",,,,,[follow_barthel]='1',,This refers to the ability of the patient to dress themselves.,"Select the most appropriate option which most closely corresponds with the patient'scurent level of ability. Record actual, and not potential, functioning.",,,,,,1,
follow_up, BARTHEL INDEX SCORE,follow_barthel_bowel,radio,Do you have control over your bowels?,"1, Continent | 2, Occasional incontinence | 3, Frequent incontinence | 4, Incontinent",,,,,[follow_barthel]='1',,"This refers to voluntary control of bowel movement. Continent refers to complete voluntary control. Occasional incontinence refers to loss of voluntary control once a week. Frequent incontinence refers to loss of voluntary control more than once a week. Incontinent refers to complete lack of voluntary control, inability to manage alone or requiring use of enemas for bowel movement.","Select the most appropriate option which most closely corresponds with the patient'scurent level of ability. Record actual, and not potential, functioning.",,,,,,1,
follow_up, BARTHEL INDEX SCORE,follow_barthel_bladder,radio,Do you have control over your bladder?,"1, Continent | 2, Occasional incontinence | 3, Frequent incontinence | 4, Incontinent",,,,,[follow_barthel]='1',,"This refers to voluntary control of bowel movement. Continent refers to complete voluntary control. Occasional incontinence refers to loss of voluntary control once a week. Frequent incontinence refers to loss of voluntary control more than once a week. Incontinent refers to complete lack of voluntary control, inability to manage alone or requiring catherisation.","Select the most appropriate option which most closely corresponds with the patient'scurent level of ability. Record actual, and not potential, functioning.",,,,,,1,
follow_up, BARTHEL INDEX SCORE,follow_barthel_toilet,radio,Are you able to use the toilet by yourself?,"1, Independent | 2, Needs some help | 3, Needs extensive help | 4, Unable to use the toilet",,,,,[follow_barthel]='1',,This refers to ability to use toilet independently.,"Select the most appropriate option which most closely corresponds with the patient'scurent level of ability. Record actual, and not potential, functioning.",,,,,,1,
follow_up, BARTHEL INDEX SCORE,follow_barthel_transfer,radio,Are you able to transfer from bed to chair and back?,"1, Independent | 2, Needs some help | 3, Needs extensive help | 4, Unable to transfer",,,,,[follow_barthel]='1',,This refers to ability to transfer from bed to chair and back.,"Select the most appropriate option which most closely corresponds with the patient'scurent level of ability. Record actual, and not potential, functioning.",,,,,,1,
follow_up, BARTHEL INDEX SCORE,follow_barthel_walking,radio,Are you able to walk on a flat surface?,"1, Independent | 2, Needs some help | 3, Uses a wheelchair independently | 4, Unable to walk",,,,,[follow_barthel]='1',,This refers to ability to walk on flat suraces.,"Select the most appropriate option which most closely corresponds with the patient'scurent level of ability. Record actual, and not potential, functioning.",,,,,,1,
follow_up, BARTHEL INDEX SCORE,follow_barthel_stairs,radio,Are you able to go up and down stairs?,"1, Independent | 2, Needs some help | 3, Unable to use stairs",,,,,[follow_barthel]='1',,This refers to ability to mobilise up and down a flight of stairs.,"Select the most appropriate option which most closely corresponds with the patient'scurent level of ability. Record actual, and not potential, functioning.",,,,,,1,
withdrawal,WITHDRAWAL,withd_date,date_dmy,Date of withdrawal,,date_dmy,,today,,,,This refers to withdrawal of the patient consent. ,Write the date of withdrawal of patient consent. Use DD/MM/YYYY format.,,,,,,1,1
withdrawal,WITHDRAWAL,withd_reas,text,Reason for withdrawal,,,,,,,,This refers to withdrawal of the patient consent. ,Write the reason for withdrawal of patient consent. ,,,,,,1,1
withdrawal,WITHDRAWAL,withd_active,radio,Did the participant withdraw from active participation in the study?,"1, Yes | 0, No | 99, Unknown",,,,,,,This refers to withdrawal of the patient consent. ,Indicate 'Yes' if the participant withdrew from active participation in the study.,,,,,,1,1
withdrawal,WITHDRAWAL,withd_datacoll,radio,Did the participant withdraw consent to use data collected up until the point of withdrawal?,"1, Yes | 0, No | 99, Unknown",,,,,,,This refers to withdrawal of the patient consent. ,Indicate 'Yes' if the participant withdrew consent to use data collected up until the point of withdrawal.,,,,,,1,1
withdrawal,WITHDRAWAL,withd_datasample,radio,Did the participant withdraw consent to use samples collected up until the point of withdrawal?,"1, Yes | 0, No | 99, Unknown",,,,,,,This refers to withdrawal of the patient consent. ,Indicate 'Yes' if the participant withdrew consent to use samples collected up until the point of withdrawal.,,,,,,1,1
