Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox-Pregnancy&Paediatrics,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Syndromic CRF_ARI,preset_UserGenerated_Oropouche,preset_Score_CharlsonCI
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_date,date_dmy,Date of contact with suspected or confirmed animal source,,date_dmy,,today,,[expo14_ancon]='1',,"This refers to the date of contact with animals, animal homes, meats or other animal products which occurred in the last 14 days.","Write the date of contact with animals, animal homes, meats or other animal products which occurred in the last 14 days, in format DD/MM/YYYY.",,,,,,,,,,1,1,,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_lstock,radio,Contact with livestock,"1, Yes | 0, No | 99, Unknown",,,,,[expo14_ancon]='1',,"This refers to contact with live bird (e.g. chickens, turkeys, ducks) which occurred in the last 14 days.",Indicate 'Yes' if the patient experienced this in the last 14 days.,,,,,,,,,,1,1,,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_lstock_bird,radio,"Contact with poultry or other birds(e.g. chickens, turkeys, ducks, exotic birds)","1, Yes | 0, No | 99, Unknown",,,,,[expo14_ancon_lstock] = '1',,"This refers to contact with live bird (e.g. chickens, turkeys, ducks) which occurred in the last 14 days.",Indicate 'Yes' if the patient experienced this in the last 14 days.,,,,,,,,,,1,1,,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_lstock_cow,radio,Contact with dairy cows and/or milking equipment,"1, Yes | 0, No | 99, Unknown",,,,,[expo14_ancon_lstock] = '1',,This refers to contact with dairy cows and/or milking equipment which occurred in the last 14 days.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,,,,,,,,,1,1,,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_lstock_othercow,radio,Contact with cattle other than dairy cows ,"1, Yes | 0, No | 99, Unknown",,,,,[expo14_ancon_lstock] = '1',,This refers to contact with cattle other than dairy cows which occurred in the last 14 days.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,,,,,,,,,1,1,,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_lstock_pig,radio,Contact with pigs,"1, Yes | 0, No | 99, Unknown",,,,,[expo14_ancon_lstock] = '1',,This refers to contact with pigs which occurred in the last 14 days.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,,,,,,,,,1,1,,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_lstock_cttype,checkbox,Specify type of contact,"1, Hunting | 2, Preparing | 3, Handling | 4, Consumption (unprocessed / undercooked / raw) | 5, Trading | 6, Animal faeces or nests | 7, Sick or dead animal | 99, Unknown | 88, Other",,,,,[expo14_ancon_lstock] = '1',,"This refers to the type(s) of animal contact which occurred in the last 14 days. Hunting includes findings or killing animal(s) for food or sport. Preparing incudes skinning, dressing or butchering animal(s) for consumption. Handling includes touching, petting or sharing living area with animal(s). Consumption includes ingesting unprocessed, undercooked or raw animal part(s). Trading includes animal contact from selling, buying or exchanging animal(s). Animal faeces or nests includes contact with faeces, nests or homes of animal(s). Sick or dead animals refers to contact with a sick or dead animal but not participation in animal surgery or nercopsy (seperate question). ",Select all the type(s) of animal contact which occurred in the last 14 days.,,,,,,,,,,1,1,,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_nhprim,radio,Contact with non-human primates,"1, Yes | 0, No | 99, Unknown",,,,,[expo14_ancon]='1',,"This refers to contact with non-human primates (a group of mammals composed of simians  monkeys and apes  and prosimians, such as lemurs) which occurred in the last 14 days.",Indicate 'Yes' if the patient experienced this in the last 14 days.,,,,,,,,,,1,1,,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_nhprim_monkey,radio,Contact with monkeys,"1, Yes | 0, No | 99, Unknown",,,,,[expo14_ancon_nhprim]='1',,This refers to contact with monkeys which occurred in the last 14 days.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,,,,,,,,,1,1,,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_nhprim_ape,radio,Contact with apes,"1, Yes | 0, No | 99, Unknown",,,,,[expo14_ancon_nhprim]='1',,This refers to contact with apes which occurred in the last 14 days.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,,,,,,,,,1,1,,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_nhprim_cttype,checkbox,Specify type of contact,"1, Hunting | 2, Preparing | 3, Handling | 4, Consumption (unprocessed / undercooked / raw) | 5, Trading | 6, Animal faeces or nests | 7, Sick or dead animal | 99, Unknown | 88, Other",,,,,[expo14_ancon_nhprim]='1',,"This refers to the type(s) of animal contact which occurred in the last 14 days. Hunting includes findings or killing animal(s) for food or sport. Preparing incudes skinning, dressing or butchering animal(s) for consumption. Handling includes touching, petting or sharing living area with animal(s). Consumption includes ingesting unprocessed, undercooked or raw animal part(s). Trading includes animal contact from selling, buying or exchanging animal(s). Animal faeces or nests includes contact with faeces, nests or homes of animal(s). Sick or dead animals refers to contact with a sick or dead animal but not participation in animal surgery or nercopsy (seperate question). ",Select all the type(s) of animal contact which occurred in the last 14 days.,,,,,,,,,,1,1,,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_rodent,radio,Contact with rodents,"1, Yes | 0, No | 99, Unknown",,,,,[expo14_ancon]='1',,"This refers to contact with rodents (e.g. rats, mice, squirrels) which occurred in the last 14 days.",Indicate 'Yes' if the patient experienced this in the last 14 days.,,,,,,,,,,1,1,,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_rodent_rat,radio,Contact with rats,"1, Yes | 0, No | 99, Unknown",,,,,[expo14_ancon_rodent] = '1',,This refers to contact with rats which occurred in the last 14 days.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,,,,,,,,,1,1,,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_rodent_mice,radio,Contact with mice,"1, Yes | 0, No | 99, Unknown",,,,,[expo14_ancon_rodent] = '1',,This refers to contact with mice which occurred in the last 14 days.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,,,,,,,,,1,1,,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_rodent_squirrel,radio,Contact with squirrels,"1, Yes | 0, No | 99, Unknown",,,,,[expo14_ancon_rodent] = '1',,This refers to contact with squirrels which occurred in the last 14 days.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,,,,,,,,,1,1,,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_rodent_cttype,checkbox,Specify type of contact,"1, Hunting | 2, Preparing | 3, Handling | 4, Consumption (unprocessed / undercooked / raw) | 5, Trading | 6, Animal faeces or nests | 7, Sick or dead animal | 99, Unknown | 88, Other",,,,,[expo14_ancon_rodent] = '1',,"This refers to the type(s) of animal contact which occurred in the last 14 days. Hunting includes findings or killing animal(s) for food or sport. Preparing incudes skinning, dressing or butchering animal(s) for consumption. Handling includes touching, petting or sharing living area with animal(s). Consumption includes ingesting unprocessed, undercooked or raw animal part(s). Trading includes animal contact from selling, buying or exchanging animal(s). Animal faeces or nests includes contact with faeces, nests or homes of animal(s). Sick or dead animals refers to contact with a sick or dead animal but not participation in animal surgery or nercopsy (seperate question). ",Select all the type(s) of animal contact which occurred in the last 14 days.,,,,,,,,,,1,1,,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_pets,radio,Contact with pets,"1, Yes | 0, No | 99, Unknown",,,,,[expo14_ancon]='1',,This refers to contact with household pets (excluding rodents) which occurred in the last 14 days.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,,,,,,,,,1,1,,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_pets_cats,radio,Contact with cats,"1, Yes | 0, No | 99, Unknown",,,,,[expo14_ancon_pets]='1',,This refers to contact with cats which occurred in the last 14 days.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,,,,,,,,,1,1,,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_pets_dogs,radio,Contact with dogs,"1, Yes | 0, No | 99, Unknown",,,,,[expo14_ancon_pets]='1',,This refers to contact with dogs which occurred in the last 14 days.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,,,,,,,,,1,1,,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_pets_cttype,checkbox,Specify type of contact,"1, Hunting | 2, Preparing | 3, Handling | 4, Consumption (unprocessed / undercooked / raw) | 5, Trading | 6, Animal faeces or nests | 7, Sick or dead animal | 99, Unknown | 88, Other",,,,,[expo14_ancon_pets]='1',,"This refers to the type(s) of animal contact which occurred in the last 14 days. Hunting includes findings or killing animal(s) for food or sport. Preparing incudes skinning, dressing or butchering animal(s) for consumption. Handling includes touching, petting or sharing living area with animal(s). Consumption includes ingesting unprocessed, undercooked or raw animal part(s). Trading includes animal contact from selling, buying or exchanging animal(s). Animal faeces or nests includes contact with faeces, nests or homes of animal(s). Sick or dead animals refers to contact with a sick or dead animal but not participation in animal surgery or nercopsy (seperate question). ",Select all the type(s) of animal contact which occurred in the last 14 days.,,,,,,,,,,1,1,,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_wildlife,radio,Contact with wildlife,"1, Yes | 0, No | 99, Unknown",,,,,[expo14_ancon]='1',,This refers to contact with animals considered to be wild or feral or not adapted for domestic use which occurred in the last 14 days. ,Indicate 'Yes' if the patient experienced this in the last 14 days.,,,,,,,,1,1,,,,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_wildelife_bat,radio,Contact with bats,"1, Yes | 0, No | 99, Unknown",,,,,[expo14_ancon_wildlife]='1',,This refers to contact with bats which occurred in the last 14 days.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,,,,,,,,,,,,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_wildlife_cttype,checkbox,Specify type of contact,"1, Hunting | 2, Preparing | 3, Handling | 4, Consumption (unprocessed / undercooked / raw) | 5, Trading | 6, Animal faeces or nests | 7, Sick or dead animal | 99, Unknown | 88, Other",,,,,[expo14_ancon_wildlife]='1',,"This refers to the type(s) of animal contact which occurred in the last 14 days. Hunting includes findings or killing animal(s) for food or sport. Preparing incudes skinning, dressing or butchering animal(s) for consumption. Handling includes touching, petting or sharing living area with animal(s). Consumption includes ingesting unprocessed, undercooked or raw animal part(s). Trading includes animal contact from selling, buying or exchanging animal(s). Animal faeces or nests includes contact with faeces, nests or homes of animal(s). Sick or dead animals refers to contact with a sick or dead animal but not participation in animal surgery or nercopsy (seperate question). ",Select all the type(s) of animal contact which occurred in the last 14 days.,,,,,,,,1,1,,,,
presentation,EXPOSURE HISTORY IN PREVIOUS 14 DAYS,expo14_ancon_unpasteur,radio,Contact with or consumption of unpasteurised milk or raw dairy products,"1, Yes | 0, No | 99, Unknown",,,,,[expo14_ancon]='1',,This refers to contact with or consumption of unpasteurised milk or dairy products which occurred in the last 14 days.,Indicate 'Yes' if the patient experienced this in the last 14 days.,,,,,,,,,,1,1,,
