Variable,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
expo14_animalcon_petstype,Se sim para contato com animais de estimação: Especifique o tipo de contato,"1, Caça | 2, Preparação | 3, Manuseio | 4, Consumo (não processado / mal cozido / cru) | 5, Comércio | 6, Fezes ou ninhos de animais | 7, Animal doente ou morto | 88, Outro | 99, Desconhecido","Isto se refere ao(s) tipo(s) de contato animal que ocorreu(ram) nos últimos 14 dias. Caça inclui encontrar ou matar animal(ais) para alimentação ou esporte. Preparação inclui esfolar, preparar ou abater animal(ais) para consumo. Manuseio inclui tocar, acariciar ou compartilhar área de convivência com animal(ais). Consumo inclui ingestão de parte(s) animal(ais) não processada(s), mal cozida(s) ou crua(s). Negociação inclui contato animal por meio da venda, compra ou troca de animal(ais). Fezes ou ninhos de animais inclui contato com fezes, ninhos ou casas de animal(ais). Animais doentes ou mortos se refere ao contato com um animal doente ou morto, mas não à participação em cirurgia animal ou nercopsia (pergunta separada).",Selecione todos os tipos de contato com animais que ocorreram nos últimos 14 dias.,,
expo14_animalcon_wildlife,Contato com a vida selvagem,,,,,
expo14_animalcon_wildlifeyn,Contato com a vida selvagem,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere ao contato com animais considerados selvagens ou não adaptados para uso doméstico que ocorreu nos últimos 14 dias.,"Indique ""Sim"" se o paciente apresentou isso nos últimos 14 dias.",,
expo14_animalcon_wildelifebat,Se sim para contato com a vida selvagem: Contato com morcegos,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere ao contato com morcegos que ocorreu nos últimos 14 dias.,"Indique ""Sim"" se o paciente apresentou isso nos últimos 14 dias.",,
expo14_animalcon_wildlifetype,Se sim para contato com a vida selvagem: Especifique o tipo de contato,"1, Caça | 2, Preparação | 3, Manuseio | 4, Consumo (não processado / mal cozido / cru) | 5, Comércio | 6, Fezes ou ninhos de animais | 7, Animal doente ou morto | 88, Outro | 99, Desconhecido","Isto se refere ao(s) tipo(s) de contato animal que ocorreu(ram) nos últimos 14 dias. Caça inclui encontrar ou matar animal(ais) para alimentação ou esporte. Preparação inclui esfolar, preparar ou abater animal(ais) para consumo. Manuseio inclui tocar, acariciar ou compartilhar área de convivência com animal(ais). Consumo inclui ingestão de parte(s) animal(ais) não processada(s), mal cozida(s) ou crua(s). Negociação inclui contato animal por meio da venda, compra ou troca de animal(ais). Fezes ou ninhos de animais inclui contato com fezes, ninhos ou casas de animal(ais). Animais doentes ou mortos se refere ao contato com um animal doente ou morto, mas não à participação em cirurgia animal ou nercopsia (pergunta separada).",Selecione todos os tipos de contato com animais que ocorreram nos últimos 14 dias.,,
expo14_animalcon_unpasteur,Contato ou consumo de leite não pasteurizado ou produtos lácteos,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere ao contato ou consumo de leite ou produtos lácteos não pasteurizados que ocorreu nos últimos 14 dias.,"Indique ""Sim"" se o paciente apresentou isso nos últimos 14 dias.",,
expo14_animalcon_visitzoo,"Visita ao mercado de animais vivos, fazenda ou zoológico","1, Sim | 0, Não | 99, Desconhecido","Isso se refere à visita ao mercado de animais vivos, fazenda ou zoológico que ocorreu nos últimos 14 dias.","Indique ""Sim"" se o paciente apresentou isso nos últimos 14 dias.",,
expo14_animalcon_animalsurg,Participou de cirurgia ou necropsia animal,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere à participação em cirurgia ou necropsia animal que ocorreu nos últimos 14 dias.,"Indique ""Sim"" se o paciente apresentou isso nos últimos 14 dias.",,
expo14_animalcon_other,Outro contato com animais não listados acima,"1, Sim | 0, Não | 99, Desconhecido","Isso se refere a outro contato com animais, não listado acima, que ocorreu nos últimos 14 dias.","Indique ""Sim"" se o paciente apresentou isso nos últimos 14 dias.",,
expo14_animalcon_oth,Se houver outros contatos com animais: especifique os contatos com animais não listados acima,,"Isso se refere a outro contato com animais, não listado acima, que ocorreu nos últimos 14 dias.","Se 'Sim', especifique qualquer outro contato com animal ocorrido nos últimos 14 dias.",,
expo14_animalcon_othtype,Se houver contato com outros animais: especifique o tipo de contato,"1, Caça | 2, Preparação | 3, Manuseio | 4, Consumo (não processado / mal cozido / cru) | 5, Comércio | 6, Fezes ou ninhos de animais | 7, Animal doente ou morto | 88, Outro | 99, Desconhecido","Isto se refere ao(s) tipo(s) de contato animal que ocorreu(ram) nos últimos 14 dias. Caça inclui encontrar ou matar animal(ais) para alimentação ou esporte. Preparação inclui esfolar, preparar ou abater animal(ais) para consumo. Manuseio inclui tocar, acariciar ou compartilhar área de convivência com animal(ais). Consumo inclui ingestão de parte(s) animal(ais) não processada(s), mal cozida(s) ou crua(s). Negociação inclui contato animal por meio da venda, compra ou troca de animal(ais). Fezes ou ninhos de animais inclui contato com fezes, ninhos ou casas de animal(ais). Animais doentes ou mortos se refere ao contato com um animal doente ou morto, mas não à participação em cirurgia animal ou nercopsia (pergunta separada).",Selecione todos os tipos de contato com animais que ocorreram nos últimos 14 dias.,,
expo14_house,Algum membro da família ficou doente nas duas semanas anteriores à admissão do caso?,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere a qualquer membro da família do caso suspeito/confirmado que não se sentiu bem nas duas semanas anteriores à admissão do caso.,"Indique ""Sim"" se algum membro da família do caso suspeito/confirmado não estava bem nas duas semanas anteriores à admissão do caso.",,
expo14_house_spec,Se sim: Quais sistemas são afetados? (marque todas as opções aplicáveis),"1, Respiratório | 2, Gastrointestinal | 3, Cardiovascular | 4, Sistema nervoso central | 5, Sistema nervoso periférico | 6, Mucocutâneo | 7, Ocular | 88, Outro | 99, Desconhecido",Isso se refere ao(s) sistema(s) corporal(ais) dos membros doentes da família que foram afetados durante a doença.,Selecione todos os sistemas que foram afetados.,,
expo14_house_oth,Se outro: especifique o(s) sistema(s) afetado(s),,Isso se refere ao(s) sistema(s) corporal(ais) dos membros doentes da família que foram afetados durante a doença.,"Se 'Outro', especifique o(s) sistema(s) que foram afetados.",,
expo14_housecon,Membros da família tiveram algum contato com um caso confirmado da mesma infecção?,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere a qualquer membro da família que tenha qualquer forma de contato com um caso confirmado do patógeno de interesse.,"Indique ""Sim"" se algum membro da família teve qualquer tipo de contato com um caso confirmado do patógeno de interesse.",,
preg_pregnant,Grávida,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere a mulheres que relatam estar grávidas e/ou tiveram um teste de gravidez positivo nos últimos dias.,"Indique 'Sim', se a paciente estiver grávida. Se a paciente estiver em idade fértil sem teste de gravidez negativo, selecione 'Desconhecido'.",,
preg_geswek,Avaliação das semanas gestacionais,,Isto se refere à idade gestacional do feto (escrita em semanas). Pode ser calculada a partir do último período menstrual (DUM) da mulher ou calculada usando a melhor data estimada obstétrica para o parto (EDD) com base na seguinte fórmula: Idade Gestacional = (280 - (EDD - Data de Referência)). A data de referência é a data em que você está tentando determinar a idade gestacional.,Indique a idade gestacional estimada do feto (em semanas).,,
preg_postpartum,Pós-parto (dentro de 6 semanas do parto),"1, Sim | 0, Não | 99, Desconhecido",Isso se refere ao período temporal relacionado à mãe desde o término do trabalho de parto até seis semanas após o parto.,Indique 'Sim' se a paciente estiver no período pós-parto (dentro de 6 semanas do parto).,,
preg_delvdt,Data de entrega,,Isso se refere à data real de entrega.,Insira a data de entrega no formato DD/MM/AAAA.,,
preg_bboutc,Resultado da gravidez,"1, Nascimento vivo | 2, Natimorto | 4, Aborto espontâneo | 3, Interrupção | 5, Morte neonatal",Isso se refere ao resultado da concepção anterior e da gravidez subsequente.,Indique o resultado da gravidez anterior.,,
preg_gesweekout,Semanas gestacionais no resultado da gravidez,,Isso se refere à idade gestacional (em semanas) no momento do resultado da gravidez (nascimento vivo / natimorto / aborto espontâneo / interrupção da gravidez).,Indique a idade gestacional estimada em semanas.,,
preg_bbtest,Bebê testado para infecção de interesse da mãe,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere ao teste do bebê para detectar a infecção de interesse da mãe.,"Indique ""Sim"" se o bebê foi testado para a infecção de interesse da mãe.",,
preg_bbresl,Se sim: especifique o resultado do teste da infecção materna de interesse,"1, Positivo | 0, Negativo | 99, Desconhecido",Isso se refere ao resultado do teste do bebê para detectar a infecção de interesse da mãe.,Indique o resultado do teste.,,
infa_brtwei,Peso ao nascer (unidades selecionadas),,,,,
infa_brtwei_kg,Peso ao nascer (kg),,Refere-se ao primeiro peso de um recém-nascido obtido após o nascimento em quilogramas (kg).,Indique o peso ao nascer em quilogramas (kg).,,
infa_brtwei_lb,Peso ao nascer (lb),,Isso se refere ao peso inicial de um recém-nascido obtido após o nascimento em libras (lb).,Indique o peso ao nascer em libras (lb).,,
infa_outcome,Resultado gestacional,"1, Nascimento a termo (>=37 semanas de idade gestacional) | 2, Nascimento prematuro (< 37 semanas de idade gestacional) | 99, Desconhecido",Isto se refere à idade gestacional (IG) do bebê no parto. Pré-termo se refere a um bebê nascido antes de 37 semanas e 0 dias de idade gestacional.,Indique 'Nascimento a termo' se a idade gestacional (IG) no parto for >= 37 semanas e 'Nascimento prematuro' se a IG no parto for < 37 semanas.,,
infa_brefed,Amamentado,"1, Sim - amamentação atual | 2, Sim - amamentação descontinuada | 0, Não | 99, Desconhecido",Isso se refere ao regime atual de amamentação para o bebê.,Indique o estado de amamentação do bebê.,,
infa_aprvac,Vacinas adequadas à idade/país,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere ao status de vacinação de acordo com a idade da criança e recomendações específicas do país.,"Indique ""Sim"" se o bebê estiver adequadamente vacinado para a idade, em relação às recomendações específicas do país.",,
comor_chrneurolo,Transtorno neurológico crônico,"1, Sim | 0, Não | 99, Desconhecido","Inclui distúrbios do cérebro, medula espinhal, nervos cranianos, nervos periféricos, raízes nervosas, sistema nervoso autônomo, junção neuromuscular e músculo. Isso pode incluir qualquer um dos seguintes: paralisia cerebral, esclerose múltipla, doença do neurônio motor, distrofia muscular, miastenia gravis, doença de Parkinson, derrame e dificuldade grave de aprendizagem.","Indique ""Sim"" se esta condição existia antes da admissão com esta doença atual e continua sendo uma condição médica ativa.",,
comor_dementia,Demência,"1, Sim | 0, Não | 99, Desconhecido","Definido como evidência da história e exame do estado mental que indica comprometimento importante no aprendizado e na memória, bem como comprometimento em pelo menos um dos seguintes: lidar com tarefas complexas; capacidade de raciocínio; capacidade espacial e orientação; linguagem. Os sintomas cognitivos devem interferir significativamente no desempenho do trabalho do indivíduo, nas atividades sociais usuais ou nos relacionamentos com outras pessoas. Isso deve representar um declínio significativo de um nível anterior de funcionamento. Os distúrbios não estão ocorrendo exclusivamente durante o curso do delírio, e os distúrbios não são melhor explicados por um diagnóstico psiquiátrico importante. O déficit cognitivo crônico está incluído.","Indique ""Sim"" se esta condição existia antes da admissão com esta doença atual e continua sendo uma condição médica ativa.",,
comor_strokecva,Acidente vascular cerebral / acidente vascular cerebral,"1, Sim | 0, Não | 99, Desconhecido","Definido como uma perda súbita da função neurológica secundária à hemorragia ou isquemia no parênquima cerebral devido a um evento vascular. O AVC pode ser um diagnóstico clínico, com ou sem achados radiológicos de suporte.","Indique ""Sim"" se esta condição existia antes da admissão com esta doença atual e continua sendo uma condição médica ativa.",,
