Variable,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
expo14_animalcon_wildlife,Contacto con la fauna salvaje,,,,,
expo14_animalcon_wildlifeyn,Contacto con la fauna salvaje,"1, Sí | 0, No | 99, Desconocido","Se refiere al contacto con animales considerados salvajes, asilvestrados o no adaptados para el uso doméstico ocurrido en los últimos 14 días.",Indique “Sí” si el paciente experimentó esto en los últimos 14 días.,,
expo14_animalcon_wildelifebat,"Si es así, contacte con la fauna silvestre: Contacto con murciélagos","1, Sí | 0, No | 99, Desconocido",Se refiere al contacto con murciélagos ocurrido en los últimos 14 días.,Indique “Sí” si el paciente experimentó esto en los últimos 14 días.,,
expo14_animalcon_wildlifetype,En caso afirmativo al contacto con la fauna silvestre: especifique el tipo de contacto,"1, Caza | 2, Preparación | 3, Manipulación | 4, Consumo (sin procesar/poco cocinado/crudo) | 5, Comercio | 6, Heces o nidos de animales | 7, Animal enfermo o muerto | 88, Otros | 99, Desconocido","Se refiere al tipo de contacto con animales que se produjo en los últimos 14 días. La caza incluye el hallazgo o la matanza de animales para consumo o deporte. La preparación incluye desollar, descuartizar o trozar animales para el consumo. La manipulación incluye tocar, acariciar o compartir el espacio vital con animales. El consumo incluye la ingestión de partes de animales no procesadas, poco cocidas o crudas. El comercio incluye el contacto con animales mediante la venta, compra o intercambio de animales. Las heces o nidos de animales incluyen el contacto con heces, nidos o casas de animales. Los animales enfermos o muertos se refieren al contacto con un animal enfermo o muerto, pero no a la participación en cirugía animal o necropsia (pregunta aparte).",Seleccione todos los tipos de contacto con animales que ocurrieron en los últimos 14 días.,,
expo14_animalcon_unpasteur,Contacto o consumo de leche o productos lácteos no pasteurizados,"1, Sí | 0, No | 99, Desconocido",Se refiere al contacto o consumo de leche o productos lácteos no pasteurizados ocurrido en los últimos 14 días.,Indique “Sí” si el paciente experimentó esto en los últimos 14 días.,,
expo14_animalcon_visitzoo,"Visita a mercado de animales vivos, granja o zoológico.","1, Sí | 0, No | 99, Desconocido","Se refiere a la visita a un mercado de animales vivos, granja o zoológico que ocurrió en los últimos 14 días.",Indique “Sí” si el paciente experimentó esto en los últimos 14 días.,,
expo14_animalcon_animalsurg,Participó en cirugía o necropsia de animales.,"1, Sí | 0, No | 99, Desconocido",Esto se refiere a la participación en cirugía o necropsia de animales ocurrida en los últimos 14 días.,Indique “Sí” si el paciente experimentó esto en los últimos 14 días.,,
expo14_animalcon_other,Otro contacto con animales no enumerado anteriormente,"1, Sí | 0, No | 99, Desconocido","Esto se refiere a otro contacto con animales, no mencionado anteriormente, que ocurrió en los últimos 14 días.",Indique “Sí” si el paciente experimentó esto en los últimos 14 días.,,
expo14_animalcon_oth,Si hay otros contactos con animales: especifique los contactos con animales que no figuran en la lista anterior,,"Esto se refiere a otro contacto con animales, no mencionado anteriormente, que ocurrió en los últimos 14 días.","Si es ""Sí"", especifique cualquier otro contacto con animales ocurrido en los últimos 14 días.",,
expo14_animalcon_othtype,Si hay otros contactos con animales: especifique el tipo de contacto,"1, Caza | 2, Preparación | 3, Manipulación | 4, Consumo (sin procesar/poco cocinado/crudo) | 5, Comercio | 6, Heces o nidos de animales | 7, Animal enfermo o muerto | 88, Otros | 99, Desconocido","Se refiere al tipo de contacto con animales que se produjo en los últimos 14 días. La caza incluye el hallazgo o la matanza de animales para consumo o deporte. La preparación incluye desollar, descuartizar o trozar animales para el consumo. La manipulación incluye tocar, acariciar o compartir el espacio vital con animales. El consumo incluye la ingestión de partes de animales no procesadas, poco cocidas o crudas. El comercio incluye el contacto con animales mediante la venta, compra o intercambio de animales. Las heces o nidos de animales incluyen el contacto con heces, nidos o casas de animales. Los animales enfermos o muertos se refieren al contacto con un animal enfermo o muerto, pero no a la participación en cirugía animal o necropsia (pregunta aparte).",Seleccione todos los tipos de contacto con animales que ocurrieron en los últimos 14 días.,,
expo14_house,¿Algún miembro del hogar que haya estado enfermo en las dos semanas previas a la admisión del caso?,"1, Sí | 0, No | 99, Desconocido",Esto se refiere a cualquier miembro del hogar del caso sospechoso/confirmado que haya estado enfermo en las dos semanas anteriores a la admisión del caso.,Indique “Sí” si algún miembro del hogar del caso sospechoso/confirmado estuvo enfermo en las dos semanas anteriores a la admisión del caso.,,
expo14_house_spec,En caso afirmativo: ¿Qué sistemas están afectados? (marque todas las opciones que correspondan),"1, Respiratorio | 2, Gastrointestinal | 3, Cardiovascular | 4, Sistema nervioso central | 5, Sistema nervioso periférico | 6, Mucocutáneo | 7, Ocular | 88, Otros | 99, Desconocido",Esto se refiere a los sistemas corporales de los miembros del hogar enfermos que se vieron afectados durante la enfermedad.,Seleccione todos los sistemas que se vieron afectados.,,
expo14_house_oth,Si es otro: especifique los sistemas afectados,,Esto se refiere a los sistemas corporales de los miembros del hogar enfermos que se vieron afectados durante la enfermedad.,"Si es 'Otro', especifique el(los) sistema(s) que se vieron afectados.",,
expo14_housecon,¿Los miembros del hogar han tenido algún contacto con un caso confirmado de la misma infección?,"1, Sí | 0, No | 99, Desconocido",Esto se refiere a cualquier miembro del hogar que tenga cualquier forma de contacto con un caso confirmado del patógeno de interés.,Indique “Sí” si algún miembro del hogar tuvo algún tipo de contacto con un caso confirmado del patógeno de interés.,,
preg_pregnant,Embarazada,"1, Sí | 0, No | 99, Desconocido",Se refiere a mujeres que reportan estar embarazadas y/o han tenido una prueba de embarazo positiva en los últimos días.,"Indique “Sí” si la paciente está embarazada. Si la paciente está en edad fértil y no tiene una prueba de embarazo negativa, seleccione “Desconocido”.",,
preg_geswek,Evaluación de semanas de gestación,,Hace referencia a la edad gestacional del feto (expresada en semanas). Puede calcularse a partir de la última menstruación (FUM) de la mujer o calcularse utilizando la mejor fecha probable de parto (FEP) estimada por obstetricia según la siguiente fórmula: Edad gestacional = (280 - (FEP - Fecha de referencia)). La fecha de referencia es la fecha en la que se intenta determinar la edad gestacional.,Indique la edad gestacional estimada del feto (en semanas).,,
preg_postpartum,Posparto (dentro de las 6 semanas posteriores al parto),"1, Sí | 0, No | 99, Desconocido",Se refiere al período temporal relativo a la madre desde la finalización del parto hasta seis semanas después del parto.,"Indique “Sí”, si la paciente se encuentra en período posparto (dentro de las 6 semanas posteriores al parto).",,
preg_delvdt,Fecha de entrega,,Esto se refiere a la fecha de entrega real.,Introduzca la fecha de entrega en formato DD/MM/AAAA.,,
preg_bboutc,Resultado del embarazo,"1, Nacimiento vivo | 2, Muerte fetal | 4, Aborto espontáneo | 3, Interrupción del embarazo | 5, Muerte neonatal",Esto se refiere al resultado de una concepción previa y el embarazo subsiguiente.,Indicar el resultado del embarazo anterior.,,
preg_gesweekout,Semanas de gestación al momento del resultado del embarazo,,Esto se refiere a la edad gestacional (en semanas) en el momento del resultado del embarazo (nacimiento vivo/muerte fetal/aborto espontáneo/interrupción del embarazo).,Indique la edad gestacional estimada en semanas.,,
preg_bbtest,Bebé sometido a prueba para detectar infección de interés en la madre,"1, Sí | 0, No | 99, Desconocido",Esto se refiere a realizar pruebas al bebé para detectar la infección de interés de la madre.,Indique “Sí” si se le realizó la prueba al bebé para detectar la infección de interés de la madre.,,
preg_bbresl,En caso afirmativo: especifique el resultado de la prueba de la infección de interés de la madre,"1, Positivo | 0, Negativo | 99, Desconocido",Esto se refiere al resultado de la prueba realizada al bebé para detectar la infección de interés de la madre.,Indique el resultado de la prueba.,,
infa_brtwei,Peso al nacer (seleccione unidades),,,,,
infa_brtwei_kg,Peso al nacer (kg),,Se refiere al primer peso de un recién nacido obtenido después del nacimiento en kilogramos (kg).,Indique el peso al nacer en kilogramos (kg).,,
infa_brtwei_lb,Peso al nacer (lb),,Se refiere al primer peso de un recién nacido obtenido después del nacimiento en libras (lb).,Indique el peso al nacer en libras (lb).,,
infa_outcome,Resultado gestacional,"1, Nacimiento a término (>=37 semanas de EG) | 2, Nacimiento prematuro (<37 semanas de EG) | 99, Desconocido",Se refiere a la edad gestacional (EG) del bebé al momento del parto. Prematuro se refiere a un bebé que nace antes de las 37 semanas y 0 días de edad gestacional.,Indique 'Nacimiento a término' si la edad gestacional (EG) en el momento del parto >= 37 semanas y 'Nacimiento prematuro' si la EG en el momento del parto < 37 semanas.,,
infa_brefed,Amamantado,"1, Sí, actualmente amamantando | 2, Sí, interrumpió la lactancia materna | 0, No | 99, Desconocido",Esto se refiere al régimen actual de lactancia materna para el bebé.,Indique el estado de lactancia materna del lactante.,,
infa_aprvac,Vacunas apropiadas para la edad y el país,"1, Sí | 0, No | 99, Desconocido",Se refiere al estado de vacunación según la edad del bebé y las recomendaciones específicas del país.,Indique “Sí” si el bebé está vacunado adecuadamente para su edad con respecto a las recomendaciones específicas del país.,,
comor_chrneurolo,Trastorno neurológico crónico,"1, Sí | 0, No | 99, Desconocido","Incluye trastornos del cerebro, la médula espinal, los nervios craneales, los nervios periféricos, las raíces nerviosas, el sistema nervioso autónomo, la unión neuromuscular y los músculos. Puede incluir parálisis cerebral, esclerosis múltiple, enfermedad de la neurona motora, distrofia muscular, miastenia grave, enfermedad de Parkinson, accidente cerebrovascular y dificultad grave de aprendizaje.","Indique “Sí”, si esta condición existía antes del ingreso con esta enfermedad actual y sigue siendo una condición médica activa.",,
