Variable,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
expo14_animalcon_pets,Contact avec les animaux de compagnie,,,,,
expo14_animalcon_petsyn,Contact avec les animaux de compagnie,"1, Oui | 0, Non | 99, Inconnu",Il s’agit des contacts avec des animaux domestiques (à l’exclusion des rongeurs) survenus au cours des 14 derniers jours.,Indiquez « Oui » si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_petscats,Si oui au contact avec les animaux : Contact avec les chats,"1, Oui | 0, Non | 99, Inconnu",Ceci fait référence aux contacts avec des chats survenus au cours des 14 derniers jours.,Indiquez « Oui » si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_petsdogs,Si oui au contact avec les animaux : Contact avec les chiens,"1, Oui | 0, Non | 99, Inconnu",Ceci fait référence aux contacts avec des chiens survenus au cours des 14 derniers jours.,Indiquez « Oui » si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_petstype,Si oui au contact avec les animaux : Précisez le type de contact,"1, Chasse | 2, Préparation | 3, Manipulation | 4, Consommation (non transformée / insuffisamment cuite / crue) | 5, Commerce | 6, Fèces ou nids d'animaux | 7, Animal malade ou mort | 88, Autre | 99, Inconnu","Cela fait référence au(x) type(s) de contact avec les animaux qui ont eu lieu au cours des 14 derniers jours. La chasse comprend la découverte ou la mise à mort d'animaux pour la nourriture ou le sport. La préparation comprend l'écorchage, l'habillage ou le découpage d'animaux pour la consommation. La manipulation comprend le fait de toucher, de caresser ou de partager l'espace de vie avec des animaux. La consommation comprend l'ingestion de parties d'animaux non transformées, insuffisamment cuites ou crues. Le commerce comprend le contact avec les animaux lors de la vente, de l'achat ou de l'échange d'animaux. Les excréments ou les nids d'animaux comprennent le contact avec les excréments, les nids ou les habitations d'animaux. Les animaux malades ou morts font référence au contact avec un animal malade ou mort, mais pas à la participation à une chirurgie animale ou à une névralgie (question séparée).",Sélectionnez tous les types de contact avec les animaux qui ont eu lieu au cours des 14 derniers jours.,,
expo14_animalcon_wildlife,Contact avec la faune sauvage,,,,,
expo14_animalcon_wildlifeyn,Contact avec la faune sauvage,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de tout contact avec des animaux considérés comme sauvages ou non adaptés à un usage domestique survenu au cours des 14 derniers jours.,Indiquez « Oui » si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_wildelifebat,Si oui au contact avec la faune : Contact avec les chauves-souris,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'un contact avec des chauves-souris survenu au cours des 14 derniers jours.,Indiquez « Oui » si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_wildlifetype,Si oui au contact avec la faune : Précisez le type de contact,"1, Chasse | 2, Préparation | 3, Manipulation | 4, Consommation (non transformée / insuffisamment cuite / crue) | 5, Commerce | 6, Fèces ou nids d'animaux | 7, Animal malade ou mort | 88, Autre | 99, Inconnu","Cela fait référence au(x) type(s) de contact avec les animaux qui ont eu lieu au cours des 14 derniers jours. La chasse comprend la découverte ou la mise à mort d'animaux pour la nourriture ou le sport. La préparation comprend l'écorchage, l'habillage ou le découpage d'animaux pour la consommation. La manipulation comprend le fait de toucher, de caresser ou de partager l'espace de vie avec des animaux. La consommation comprend l'ingestion de parties d'animaux non transformées, insuffisamment cuites ou crues. Le commerce comprend le contact avec les animaux lors de la vente, de l'achat ou de l'échange d'animaux. Les excréments ou les nids d'animaux comprennent le contact avec les excréments, les nids ou les habitations d'animaux. Les animaux malades ou morts font référence au contact avec un animal malade ou mort, mais pas à la participation à une chirurgie animale ou à une névralgie (question séparée).",Sélectionnez tous les types de contact avec les animaux qui ont eu lieu au cours des 14 derniers jours.,,
expo14_animalcon_unpasteur,Contact avec ou consommation de lait ou de produits laitiers non pasteurisés,"1, Oui | 0, Non | 99, Inconnu",Il s’agit du contact ou de la consommation de lait ou de produits laitiers non pasteurisés survenus au cours des 14 derniers jours.,Indiquez « Oui » si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_visitzoo,"Visite d'un marché d'animaux vivants, d'une ferme ou d'un zoo","1, Oui | 0, Non | 99, Inconnu","Il s'agit d'une visite à un marché d'animaux vivants, à une ferme ou à un zoo qui a eu lieu au cours des 14 derniers jours.",Indiquez « Oui » si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_animalsurg,A participé à une intervention chirurgicale ou à une autopsie animale,"1, Oui | 0, Non | 99, Inconnu",Il s’agit de la participation à une intervention chirurgicale ou à une autopsie animale survenue au cours des 14 derniers jours.,Indiquez « Oui » si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_other,Autre contact avec les animaux non mentionné ci-dessus,"1, Oui | 0, Non | 99, Inconnu","Ceci fait référence à tout autre contact avec un animal, non mentionné ci-dessus, survenu au cours des 14 derniers jours.",Indiquez « Oui » si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_oth,En cas de contact avec d'autres animaux : précisez les contacts avec d'autres animaux non mentionnés ci-dessus.,,"Ceci fait référence à tout autre contact avec un animal, non mentionné ci-dessus, survenu au cours des 14 derniers jours.","Si « Oui », précisez tout autre contact avec un animal survenu au cours des 14 derniers jours.",,
expo14_animalcon_othtype,Si contact avec d'autres animaux : préciser le type de contact,"1, Chasse | 2, Préparation | 3, Manipulation | 4, Consommation (non transformée / insuffisamment cuite / crue) | 5, Commerce | 6, Fèces ou nids d'animaux | 7, Animal malade ou mort | 88, Autre | 99, Inconnu","Cela fait référence au(x) type(s) de contact avec les animaux qui ont eu lieu au cours des 14 derniers jours. La chasse comprend la découverte ou la mise à mort d'animaux pour la nourriture ou le sport. La préparation comprend l'écorchage, l'habillage ou le découpage d'animaux pour la consommation. La manipulation comprend le fait de toucher, de caresser ou de partager l'espace de vie avec des animaux. La consommation comprend l'ingestion de parties d'animaux non transformées, insuffisamment cuites ou crues. Le commerce comprend le contact avec les animaux lors de la vente, de l'achat ou de l'échange d'animaux. Les excréments ou les nids d'animaux comprennent le contact avec les excréments, les nids ou les habitations d'animaux. Les animaux malades ou morts font référence au contact avec un animal malade ou mort, mais pas à la participation à une chirurgie animale ou à une névralgie (question séparée).",Sélectionnez tous les types de contact avec les animaux qui ont eu lieu au cours des 14 derniers jours.,,
expo14_house,Y a-t-il eu des membres du ménage malades au cours des deux semaines précédant l’admission du cas ?,"1, Oui | 0, Non | 99, Inconnu",Cela fait référence à tout membre du ménage du cas suspect/confirmé qui a été malade au cours des deux semaines précédant l’admission du cas.,Indiquez « Oui » si l’un des membres du ménage du cas suspect/confirmé était malade au cours des deux semaines précédant l’admission du cas.,,
expo14_house_spec,Si oui : Quels systèmes sont concernés ? (cochez toutes les réponses appropriées),"1, Respiratoire | 2, Gastro-intestinal | 3, Cardiovasculaire | 4, Système nerveux central | 5, Système nerveux périphérique | 6, Mucocutané | 7, Oculaire | 88, Autre | 99, Inconnu",Il s’agit des systèmes corporels des membres malades du ménage qui ont été touchés pendant la maladie.,Sélectionnez tous les systèmes qui ont été affectés.,,
expo14_house_oth,Si autre : Préciser le(s) système(s) concerné(s),,Il s’agit des systèmes corporels des membres malades du ménage qui ont été touchés pendant la maladie.,"Si « Autre », précisez le(s) système(s) affecté(s).",,
expo14_housecon,Les membres du ménage ont-ils eu des contacts avec un cas confirmé de la même infection ?,"1, Oui | 0, Non | 99, Inconnu",Cela fait référence à tout membre du ménage ayant eu une forme quelconque de contact avec un cas confirmé de l’agent pathogène concerné.,Indiquez « Oui » si un ou plusieurs membres du ménage ont eu une forme quelconque de contact avec un cas confirmé de l’agent pathogène concerné.,,
preg_pregnant,Enceinte,"1, Oui | 0, Non | 99, Inconnu",Cela fait référence aux femmes qui déclarent être enceintes et/ou qui ont eu un test de grossesse positif ces derniers jours.,"Indiquez « Oui » si la patiente est enceinte. Si la patiente est en âge de procréer et n'a pas de test de grossesse négatif, sélectionnez « Inconnu ».",,
preg_geswek,Évaluation des semaines de gestation,,Il s'agit de l'âge gestationnel du fœtus (exprimé en semaines). Il peut être calculé à partir des dernières règles de la femme ou calculé à l'aide de la meilleure date d'accouchement prévue (DAP) selon la formule suivante : Âge gestationnel = (280 - (DAP - Date de référence)). La date de référence est la date à laquelle vous essayez de déterminer l'âge gestationnel.,Indiquez l'âge gestationnel estimé du fœtus (en semaines).,,
preg_postpartum,Post-partum (dans les 6 semaines suivant l'accouchement),"1, Oui | 0, Non | 99, Inconnu","Il s’agit de la période temporelle relative à la mère, depuis la fin du travail jusqu’à six semaines après l’accouchement.",Indiquez « Oui » si la patiente est en période post-partum (dans les 6 semaines suivant l’accouchement).,,
preg_delvdt,La date de livraison,,Ceci fait référence à la date réelle de livraison.,Saisissez la date de livraison au format JJ/MM/AAAA.,,
preg_bboutc,Résultat de la grossesse,"1, Naissance vivante | 2, Mortinatalité | 4, Fausse couche | 3, Interruption de grossesse | 5, Décès néonatal",Il s’agit du résultat d’une conception antérieure et de la grossesse qui s’ensuit.,Indiquez l’issue de la grossesse précédente.,,
